No.,사업체고유번호,사업자등록번호,법인등록번호,행정구역분류부호,사업체명,대표자명,소재지_도로명_읍면,소재지_도로명_도로명,소재지_도로명_본번,소재지_도로명_부번,소재지_도로명_빌딩명,소재지_도로명_빌딩동,소재지_도로명_빌딩층,소재지_도로명_빌딩호,소재지_도로명_도로명코드,소재지_도로명_우편번호,소재지_지번_읍면동,소재지_지번_리,소재지_지번_번지,소재지_지번_호,소재지_지번_통,소재지_지번_반,소재지_지번_공단,소재지_지번_블록,소재지_지번_로트,광역,상세주소,Latitude,Longitude,좌표_위도,좌표_경도,업종대분류_임시,업종중분류_임시,전화번호_지역번호,전화번호_국번호,전화번호_일련번호,주요_16개_도/시_전화번호,TEL,HP,팩스번호,산업분류_표준산업분류대분류,산업분류_표준산업분류중분류,산업분류_표준산업분류소분류,산업분류_표준산업분류세분류,산업분류_표준산업분류세세분류,산업분류_자체업종코드,조직형태,사업체구분,종사자수_2022,종사자수_2023,종사자수_2024,설립일자_연,설립일자_월,설립일자_일,설립일자_개업일,설립일자_인허가일,홈페이지,제품_주생산품,제품_판매방식,재무2021_매출액(국내),재무2021_매출액(해외),재무2022_회계연도,재무2022_결산월,재무2022_매출액,재무2022_매출액(국내),재무2022_매출액(해외),재무2022_순이익,재무2022_자본금,재무2022_영업이익,합계2022_자산,합계2022_자본,합계2022_부채,재무2023_자본,재무2023_부채,재무2023_매출,재무2023_수출,재무2023_연구개발,재무2023_매출액(국내),재무2023_매출액(해외),대표중견기업,저작권,이메일,기업상장,특허_국내,특허_해외,회사규모,R&D조직형태,벤처기업지정,SW사업자등록,출처,수집년도,latitude,longitude
233584,,1348172150.0,,,(주)에이피엠,추부엽,,,,,,,,,,우) 43013,,,,,,,,,,대구,달성군 구지면 예현리 764-2 달성2차 산업단지 25B 3L,35.640071,128.4096358,,,,,,,,,028696921,,536113117.0,제조업,금속 가공제품 제조업; 기계 및 가구 제외,,,25911.0,,외감,,70.0,,,2001.0,8.0,6.0,,,www.apmworld.co.kr,피스톤 베어링 분말야금제품 소결제품 제조 판매업 금형제품 제조 판매업 납품업(소결 및 단조 부품 등) 수출입업(소결 및 단조 부품업),,,,2020.0,12.0,22067.0,,,-635.0,1300.0,-161.0,30280.0,8896.0,21385.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
231487,,,,,(주)엠픽,정경수,,,,,,,,,,우) 41908,,,,,,,,,,대구,"중구 국채보상로 701, 3,4층",35.8691555,128.607147,,,,,,,,,0534278111,,534279111.0,,도매 및 상품 중개업,,,46491.0,,일반,,32.0,,,2017.0,4.0,10.0,,,,기타 주변기기 제조업,,,,2020.0,,4906.0,,,,,,6203.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233676,,,,,(주)영우코포레이션,최호영,,,,,,,,,,우) 41838,,,,,,,,,,대구,"서구 국채보상로34길 70, , 116-6 2층",35.8630576,128.5501606,,,,,,,,,0535628355,,535628354.0,,섬유제품 제조업; 의복 제외,,,,,일반,,19.0,,,1999.0,4.0,1.0,,,,면직물 TC직물 폴리에스테르직물 나일론 면 제조 도매,,,,2015.0,,8506.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
225366,,,,,(주)우리렌트카,최종철,,,,,,,,,,우) 42770,,,,,,,,,,대구,"달서구 월배로 8, , 790-8",35.8107158,128.5168266,,,,,,,,,0536350088,,536350088.0,,임대업; 부동산 제외,,,76110.0,,일반,,2.0,,,2003.0,6.0,11.0,,,www.woorirent.co.kr,렌트카 자동차 대여 승용 승합차 임대 자동차대여,,,,2020.0,,1031.0,,,,,,4355.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233765,,,,,(주)우리매니저,최영일,,,,,,,,,,우) 42760,,,,,,,,,,대구,"달서구 월배로 71, 207-2호 (진천동,진천트윈펠리스2층)",35.8122676,128.5297118,,,,,,,,,18339197,,269192485.0,,사업 지원 서비스업,,,75110.0,,일반,,8.0,,,2008.0,2.0,1.0,,,www.dandihelper.com,"직업정보제공,직업소개,섬유 도소매",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
233815,,,,,(주)울트라테크,이철승,,,,,,,,,,우) 42984,,,,,,,,,,대구,"달성군 논공읍 논공로117길 50, , 1-118",35.7282504,128.4603278,,,,,,,,,0533551250,,533551252.0,,기타 기계 및 장비 제조업,,,29133.0,,일반,,32.0,,,2006.0,1.0,1.0,,,www.ut-valve.com,"밸브 시멘트,석회,플라스터",,,,2020.0,,2561.0,,,,,,4096.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
227766,,,,,(주)웅호토건,이춘수,,,,,,,,,,우) 41207,,,,,,,,,,대구,"동구 송라로32길 28-1, 3층 (신암동)",35.8701809,128.6202559,,,,,,,,,0539411866,,539411866.0,,전문직별 공사업,,,42121.0,,일반,,5.0,,,2000.0,9.0,19.0,,,,토공사,,,,2014.0,,1462.0,,,,,,1099.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
230756,,,,,(주)원화,주광은,,,,,,,,,,우) 42038,,,,,,,,,,대구,"수성구 화랑로12길 8, 701-1호",35.8712065,128.634298,,,,,,,,,07051586601,,,,전문 서비스업,,,71531.0,,일반,,5.0,,,2017.0,5.0,22.0,,,,"경영컨설팅,기타간병인,기타도급업,건물위생관리업,교육 관련 자문 및 평가업",,,,,,,,,,,,1177.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231507,,,,,(주)위드미,류대하,,,,,,,,,,우) 41949,,,,,,,,,,대구,중구 명륜로 145-1 (봉산동),35.8645647,128.59706,,,,,,,,,0537554567,,,,,,,,,외감,,,,,2018.0,4.0,27.0,,,,,,,,2019.0,,26169.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229918,,,,,(주)유창씨엠아이,홍순화,,,,,,,,,,,,,,,,,,,,대구,서구 국채보상로2길 33,35.8696254,128.555455,,,,,,,,,07074690126,,535518528.0,,도매 및 상품 중개업,,,46532.0,,일반,,6.0,,,2003.0,12.0,22.0,,,,굴삭기용버킷 투스 어댑터 사이드커터 건설 및 광업용 기계장비 도매업 중장비 지게차 중기부품 도소매업 무역도매업 중장비 지게차 중기부품 도소매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229919,,5038163013.0,,,(주)유창알앤씨,성기원,,,,,,,,,,우) 41841,,,,,,,,,,대구,서구 국채보상로20길 25 (중리동) 1075-1,35.8662666,128.5417293,,,,,,,,,0533552459,,533542459.0,"수도, 하수 및 폐기물 처리, 원료 재생업","폐기물 수집, 운반, 처리 및 원료 재생업",,,38210.0,,외감,,230.0,,,2004.0,1.0,7.0,,,,"가연성 폐기물(종이,플라스틱 외)수집처리 가연성 폐기물(종이,플라스틱)수집처리 재활용품 수집 가연성 폐기물(종이,플라스틱 외)수집처리 및 재활용품 수집 폐기물처리대행 환경 재활용품 수집 폐기물 처리",,,,2020.0,12.0,24029.0,,,45.0,550.0,621.0,29573.0,12170.0,17402.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
228985,,,,,(주)이노오토텍,최혜정,,,,,,,,,,우) 41527,,,,,,,,,,대구,"북구 복현로 35, 404-2호",35.8959756,128.6223064,,,,,,,,,0532156506,,532156507.0,,기타 기계 및 장비 제조업,,,29299.0,,일반,,7.0,,,2013.0,5.0,28.0,,,,"산업용기계장비,산업용부품 제조,도매,무역",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
233951,,1998800104.0,,,(주)이안디벨로프,곽석호,,,,,,,,,,우) 41251,,,,,,,,,,대구,"동구 동부로30길 92-5(신천동, 선봉빌딩)",35.8689145,128.6285189,,,,,,,,,0537435556,,537435556.0,부동산업,부동산업,,,68122.0,,외감,,2.0,,,2015.0,7.0,6.0,,,,"부동산 개발,매매,주택신축판매(건설)",,,,2020.0,12.0,3567.0,,,-355.0,300.0,601.0,26081.0,-3833.0,29913.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
224343,,,,,(주)정인메인티넌스,김진홍,,,,,,,,,,우) 42405,,,,,,,,,,대구,남구 명덕로8길 99 (대명동),35.8550231,128.5750016,,,,,,,,,0536552981,,536282981.0,,사업시설 관리 및 조경 서비스업,,,74100.0,,일반,,58.0,,,2001.0,4.0,12.0,,,,빌딩청소 공동주택관리 서비스 건물 청소,,,,2015.0,,1237.0,,,,,,490.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
230847,,,,,(주)제이원케이폴,조용우,,,,,,,,,,우) 42001,,,,,,,,,,대구,"수성구 들안로 401, 3,4층",35.865995,128.6179299,,,,,,,,,0539567112,,,,사업 지원 서비스업,,,75310.0,,일반,,,,,2011.0,1.0,1.0,,,,,,,,2020.0,,431.0,,,,,,259.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234157,,,,,(주)지에이지,김강식,,,,,,,,,,우) 42085,,,,,,,,,,대구,"수성구 달구벌대로 2438-1, 2층",35.8483414,128.6670622,,,,,,,,,0537558600,,537558607.0,,전문직별 공사업,,,42412.0,,일반,,5.0,,,2003.0,4.0,20.0,,,,실내건축공사,,,,2014.0,,518.0,,,,,,422.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
229965,,,,,(주)지원에프앤비,임헌태,,,,,,,,,,우) 41702,,,,,,,,,,대구,"서구 팔달로 34, , 1,2층",35.891314,128.5536497,,,,,,,,,0533240600,,,,도매 및 상품 중개업,,,46329.0,,일반,,4.0,,,2017.0,6.0,10.0,,,,,,,,2020.0,,961.0,,,,,,1838.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
225584,,,,,(주)진명종합건설,권오성,,,,,,,,,,우) 42698,,,,,,,,,,대구,달서구 문화회관3길 27,35.8473753,128.5214242,,,,,,,,,0537663233,,537663234.0,,종합 건설업,,,41100.0,,일반,,8.0,,,2013.0,4.0,18.0,,,,건축공사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234228,,,,,(주)천마고속,손재헌,,,,,,,,,,우) 41246,,,,,,,,,,대구,동구 효신로 7 (신천동),35.8765602,128.6334588,,,,,,,,,0537537060,,537557001.0,,육상 운송 및 파이프라인 운송업,,,49220.0,,일반,,192.0,,,1962.0,8.0,17.0,,,,시외버스운송 시외버스 운송업 시외버스운수,,,,2014.0,,17998.0,,,,,,5880.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
230891,,,,,(주)천주,장인선,,,,,,,,,,우) 42260,,,,,,,,,,대구,수성구 가천동 153-1번지,35.8536431,128.6864241,,,,,,,,,0537948925,,,,소매업; 자동차 제외,,,47121.0,,일반,,,,,2013.0,10.0,14.0,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
224355,,,,,(주)케이소프트,이원재,,,,,,,,,,우) 42403,,,,,,,,,,대구,"남구 명덕로 104, 2관 601호",35.8535979,128.5797492,,,,,,,,,0532503764,,536558595.0,,출판업,,,58221.0,,일반,,5.0,,,2007.0,6.0,15.0,,,,,,,,2020.0,,343.0,,,,,,148.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
227900,,,,,(주)코러,최성도,,,,,,,,,,우) 41055,,,,,,,,,,대구,"동구 옻골로 59, , 1,2층",35.8956072,128.681349,,,,,,,,,15886366,,539816189.0,,도매 및 상품 중개업,,,46463.0,,일반,,18.0,,,2014.0,1.0,6.0,,,,외의,,,,,,,,,,,,2120.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234360,,,,,(주)클리너,정침재,,,,,,,,,,우) 41246,,,,,,,,,,대구,동구 효신로 11 (신천동),35.8765602,128.6334588,,,,,,,,,0533592339,,533592341.0,,사업시설 관리 및 조경 서비스업,,,74211.0,,일반,,113.0,,,2002.0,10.0,1.0,,,,여객버스실내청소 건물청소 시외버스 차량내 청소대행 서비스,,,,2014.0,,2323.0,,,,,,1545.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
229154,,,,,(주)태양홀딩스,류동우,,,,,,,,,,우) 41501,,,,,,,,,,대구,북구 침산로67길 11,35.9017631,128.5875333,,,,,,,,,0533541595,,,,"펄프, 종이 및 종이제품 제조업",,,17223.0,,일반,,,,,2017.0,1.0,20.0,,,,,,,,2020.0,,830.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226876,,,,,(주)태흥전기통신,안성진,,,,,,,,,,우) 42979,,,,,,,,,,대구,"달성군 논공읍 논공로17길 21 (북리,태흥전기통신)",35.7305608,128.4414081,,,,,,,,,05347110013,,534711004.0,,전문직별 공사업,,,42311.0,,일반,,12.0,,,1997.0,2.0,15.0,,,,전기공사 전기공사 전기공사(신호등설치 가로등설치) 통신공사,,,,2015.0,,1437.0,,,,,,2291.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
225715,,,,,(주)티엘,박규정,,,,,,,,,,우) 42709,,,,,,,,,,대구,"달서구 달서대로 559, 308,309호",35.8493281,128.4909872,,,,,,,,,0535512456,,535592456.0,,섬유제품 제조업; 의복 제외,,,13999.0,,일반,,4.0,,,2001.0,1.0,18.0,,,,"섬유제품 제조,무역,섬유디자인",,,,2020.0,,4265.0,,,,,,2043.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234487,,,,,(주)팁팁커뮤니케이션,이호수,,,,,,,,,,우) 42421,,,,,,,,,,대구,"남구 대명로 265, 3층 (대명동)",35.8403345,128.5756507,,,,,,,,,18335643,,260080171.0,,출판업,,,58222.0,,일반,,8.0,,,2013.0,4.0,9.0,,,www.tiptip.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
234502,,,,,(주)패밀리푸드,오은숙,,,,,,,,,,,,,,,,,,,,대구,"수성구 청호로96길 35, 2층",35.857684,128.6465596,,,,,,,,,0532025155,,537821744.0,,음식점 및 주점업,,,56130.0,,일반,,19.0,,,2012.0,5.0,22.0,,,,구내식당,,,,2015.0,,1980.0,,,,,,441.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
229193,,,,,(주)패션홀릭,권명일,,,,,,,,,,우) 41596,,,,,,,,,,대구,"북구 원대로 60, 3.4층",35.882345,128.5818292,,,,,,,,,0532915381,,534297739.0,,소매업; 자동차 제외,,,47911.0,,일반,,65.0,,,2007.0,12.0,10.0,,,www.smallman.co.kr,의류 및 잡화 남성의류 여성의류 통신판매 의류 패션잡화 도소매 전자상거래,,,,2012.0,,18710.0,,,,,,4521.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
225747,,,,,(주)프로엠홀딩스,윤정현,,,,,,,,,,우) 42716,,,,,,,,,,대구,"달서구 성서공단로 46-17, 2-10",35.8328167,128.4883023,,,,,,,,,0535850245,,535850247.0,,소매업; 자동차 제외,,,47129.0,,일반,,1.0,,,2015.0,6.0,1.0,,,www.pro-m.kr,"음료류,과자류 제조,식품,잡화,의약부외품 도소매",,,,,,,,,,,,1917.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229205,,,,,(주)프론텍,신용우,,,,,,,,,,우) 41519,,,,,,,,,,대구,"북구 동북로 117, 1004,1005호",35.9019706,128.6069363,,,,,,,,,0537467161,,537461117.0,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,62021.0,,일반,,11.0,,,2003.0,3.0,1.0,,,www.frontech.co.kr,컴퓨터 스토리지 소프트웨어 시스템통합 네트워크 설치 및 유지보수업 통신 공사업 컴퓨터 소프트웨어 도소매 전자상거래 서버보안 백업 네트워크설치 구축 유지보수,,,,2020.0,,2508.0,,,,,,2993.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234579,,5668700705.0,,,(주)하늘개발,황소라,,,,,,,,,,우) 42784,,,,,,,,,,대구,"달서구 진천로16길39(진천동,진천맛타운)303호",35.8158523,128.5252544,,,,,,,,,0536396192,,536396192.0,부동산업,부동산업,,,68221.0,,외감,,2.0,,,2017.0,7.0,10.0,,,,,,,,2020.0,12.0,33532.0,,,-4497.0,310.0,-3489.0,37604.0,-8152.0,45757.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
234645,,,,,(주)한미단열,김성우,,,,,,,,,,우) 41917,,,,,,,,,,대구,중구 북성로 95 (북성로1가),35.8743216,128.5936575,,,,,,,,,0532576666,,532543309.0,,도매 및 상품 중개업,,,46699.0,,일반,,6.0,,,2001.0,5.0,1.0,,,,"단열재 도소매,단열공사,부동산 임대",,,,2015.0,,1231.0,,,,,,1340.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
224386,,,,,(주)한일아이티씨,전희준,,,,,,,,,,우) 42473,,,,,,,,,,대구,남구 두류공원로 55 (대명동),35.8422537,128.5713171,,,,,,,,,05365406645,,536562250.0,,도매 및 상품 중개업,,,,,일반,,12.0,,,1997.0,4.0,7.0,,,www.hanilitc.co.kr,카펫 돗자리 가정용품 판매,,,,2011.0,,1601.0,,,,,,1260.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231010,,,,,(주)한진,안병목,,,,,,,,,,우) 42020,,,,,,,,,,대구,"수성구 동대구로 390, 804,5호",35.8652764,128.6273669,,,,,,,,,0537515361,,537515362.0,,임대업; 부동산 제외,,,76310.0,,일반,,57.0,,,1996.0,8.0,24.0,,,,타워크레인운영 타워크레인 임대업 설치및해체공사업 수리업 비계구조물해체공사업,,,,2018.0,,13821.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
225835,,,,,(주)혜우,최혜경,,,,,,,,,,우) 42642,,,,,,,,,,대구,"달서구 감삼북길 60, 2층(감삼동)",35.8525211,128.5453051,,,,,,,,,0535505545,,,,,,,,,외감,,,,,2017.0,12.0,22.0,,,,,,,,2020.0,,9019.0,,,,,,24698.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226961,,,,,(주)화진스틸,유화진,,,,,,,,,,우) 42962,,,,,,,,,,대구,"달성군 화원읍 비슬로512길 28, 3층",35.8020149,128.4984064,,,,,,,,,0549311100,,549311122.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,25944.0,,일반,,6.0,,,2007.0,10.0,24.0,,,,"철강,건자재 도소매업 유통 철망 철선 제조",,,,2018.0,,1649.0,,,,,,3013.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
234811,,,,,(주)효창산업,김시태,,,,,,,,,,우) 42020,,,,,,,,,,대구,"수성구 동대구로80길 14, 413, 414호",35.865747,128.6280945,,,,,,,,,0538116071,,538116073.0,,전문직별 공사업,,,42412.0,,일반,,10.0,,,1998.0,2.0,20.0,,,,"실내건축공사,의장공사,창호공사,목제품(문틀,문짝,내장재) 제조",,,,2015.0,,4577.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
229324,,,,,경원전설(주),도양환,,,,,,,,,,우) 41580,,,,,,,,,,대구,북구 칠성남로25길 17,35.8781773,128.5964232,,,,,,,,,0539440472,,539440473.0,,전문직별 공사업,,,42311.0,,일반,,15.0,,,2014.0,5.0,15.0,,,,전기공사,,,,,,,,,,,,1609.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231058,,,,,금재건설(주),이몽우,,,,,,,,,,우) 42062,,,,,,,,,,대구,수성구 만촌로 9 (만촌동),35.8666996,128.6428794,,,,,,,,,0537590202,,537467577.0,,종합 건설업,,,41100.0,,일반,,9.0,,,2005.0,3.0,18.0,,,,비거주용 건물 건설업 건축 공사업,,,,2013.0,,8085.0,,,,,,2238.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
235027,,5028101334.0,,,대구문화방송(주),박명석,,,,,,,,,,우) 42020,,,,,,,,,,대구,수성구 동대구로 400 대구문화방송,35.8662713,128.6284126,,,,,,,,,0537409500,,537409756.0,정보통신업,방송업,,,60210.0,,외감,,128.0,,,1968.0,8.0,28.0,,,www.dgmbc.com,"텔레비전방송 라디오방송 방송업(TV,AM,FM) 사업서비스 광고대행업 임대업 교육,연수",,,,2020.0,12.0,19448.0,,,-5211.0,833.0,-7527.0,103059.0,51289.0,51770.0,,,,,,,,대구문화방송(주),,,,,,,,,,조사모집단통합자료,2022,,
235067,,,,,대성환경에너지(주),이석형,,,,,,,,,,우) 42926,,,,,,,,,,대구,달성군 다사읍 방천리 449번지,35.8815672,128.5129478,,,,,,,,,0535931890,,535932121.0,,"전기, 가스, 증기 및 공기 조절 공급업",,,35200.0,,일반,,13.0,,,2004.0,5.0,24.0,,,www.deeco.co.kr,"매립가스정제가공 매립가스자원화시설의 건설,관리 및 운영 건설 재생용 비금속가공원료 생산 매립가스 제조 및 공급업",,,,2019.0,,6565.0,,,,,,22994.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
228081,,,,,대화운수(주),이승열,,,,,,,,,,,,,,,,,,,,대구,동구 동북로 428 (신암동),35.8863669,128.6311025,,,,,,,,,0539525000,,539525000.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,90.0,,,1982.0,3.0,10.0,,,,택시운송 택시운수,,,,2015.0,,1329.0,,,,,,469.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229403,,,,,동덕운수(주),임문상,,,,,,,,,,우) 41433,,,,,,,,,,대구,북구 칠곡중앙대로108길 11 (읍내동),35.9429712,128.552281,,,,,,,,,0537610357,,537610359.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,60.0,,,1981.0,2.0,25.0,,,,택시운송 택시 운송업 택시,,,,2014.0,,1738.0,,,,,,783.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
225960,,,,,동신운수(주),서영교,,,,,,,,,,우) 42684,,,,,,,,,,대구,달서구 구마로21길 27 (본리동),35.8391796,128.5395991,,,,,,,,,0535271007,,535271008.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,71.0,,,1981.0,2.0,16.0,,,,택시운송 택시 운송업,,,,2015.0,,1637.0,,,,,,1031.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
235280,,,,,사회복지법인함께하는마음재단,정진석,,,,,,,,,,우) 42431,,,,,,,,,,대구,남구 이천로28길 8-52 (이천동),35.8527079,128.5992849,,,,,,,,,0534766631,,534766632.0,,사회복지 서비스업,,,87292.0,,일반,,190.0,,,1997.0,11.0,15.0,,,www.withmind.or.kr,노인일자리 치매센터운영 위생보조지원 그외 기타 비거주 복지 서비스업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
227093,,,,,삼진관광(주),김재곤,,,,,,,,,,우) 43001,,,,,,,,,,대구,달성군 현풍읍 성하길 6,35.7011344,128.4372958,,,,,,,,,0536113755,,536140122.0,,육상 운송 및 파이프라인 운송업,,,49232.0,,일반,,35.0,,,1988.0,12.0,1.0,,,,"전세버스 운영,국내여행알선",,,,2017.0,,1486.0,,,,,,3567.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
235343,,,,,서경명작건설(주),김학규,,,,,,,,,,우) 42638,,,,,,,,,,대구,"달서구 와룡로56길 38, 1층",35.8564955,128.539625,,,,,,,,,0325660077,,325660087.0,,종합 건설업,,,41100.0,,일반,,8.0,,,2007.0,3.0,29.0,,,,공장건설 상가건설 건물 건설업,,,,2014.0,,976.0,,,,,,809.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
231669,,,,,서광개발(주),권혁대,,,,,,,,,,우) 41949,,,,,,,,,,대구,"중구 명륜로 145-1, 502호",35.8605356,128.6001063,,,,,,,,,05374278401,,538510454.0,,전문직별 공사업,,,,,일반,,7.0,,,1997.0,2.0,25.0,,,www.seo-kwang21.co.kr,"석공사,건축자재(석재)도매",,,,2016.0,,5809.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226040,,,,,성삼종합건설(주),이문석,,,,,,,,,,우) 42729,,,,,,,,,,대구,"달서구 와룡로5길 10, 2층",35.8351476,128.5361432,,,,,,,,,0535211177,,535214477.0,,종합 건설업,,,41226.0,,일반,,5.0,,,2011.0,2.0,24.0,,,,조경공사업,,,,2018.0,,369.0,,,,,,1116.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231135,,,,,성창종합건설(주),이종옥,,,,,,,,,,우) 42062,,,,,,,,,,대구,"수성구 달구벌대로 2555, 4층",35.8594077,128.6422884,,,,,,,,,0537556551,,537553112.0,,종합 건설업,,,41100.0,,일반,,11.0,,,2003.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
231138,,,,,세운교통(주),"이상헌,이중복",,,,,,,,,,우) 42272,,,,,,,,,,대구,수성구 달구벌대로659길 56 (사월동),35.8396143,128.7187448,,,,,,,,,0538146208,,538146174.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,64.0,,,1981.0,2.0,2.0,,,,택시운송 택시 운송업 택시,,,,2014.0,,2166.0,,,,,,1223.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
235395,,,,,세원환경(주),조현일,,,,,,,,,,,,,,,,,,,,대구,"동구 아양로 127, 3층",35.8876171,128.6338354,,,,,,,,,0539430920,,539430947.0,,"폐기물 수집, 운반, 처리 및 원료 재생업",,,38110.0,,일반,,13.0,,,2000.0,3.0,8.0,,,,폐기물수집운반 폐기물수집운반처리업 폐기물 수집운반업 및 처리 위항에 관련되는 사업일체 사업장 일반폐기물 수집 운반,,,,2017.0,,3126.0,,,,,,4272.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
228119,,,,,세창건설(주),최호종,,,,,,,,,,우) 41257,,,,,,,,,,대구,"동구 장등로 81, 외 1필지 (신천동)",35.8744723,128.6233899,,,,,,,,,0537641400,,537460808.0,,종합 건설업,,,41220.0,,일반,,16.0,,,1992.0,9.0,1.0,,,,"토목건축공사,전기공사",,,,2013.0,,5414.0,,,,,,8062.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
226092,,,,,아상텍스(주),김원수,,,,,,,,,,우) 42697,,,,,,,,,,대구,달서구 성서동로53길 16,35.8446271,128.5140053,,,,,,,,,0535933667,,535933669.0,,섬유제품 제조업; 의복 제외,,,13213.0,,일반,,25.0,,,2007.0,11.0,28.0,,,,"섬유,직물 제조",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
235483,,5038199603.0,,,알리다그룹(주),"최재원,정이사",,,,,,,,,,우) 41753,,,,,,,,,,대구,서구 문화로 38-7 201(이현동),35.8733868,128.5372578,,,,,,,,,0535656844,,535578795.0,제조업,전기장비 제조업,,,28423.0,,외감,,95.0,,,2012.0,4.0,1.0,,,www.bettersign.co.kr/,"간판(LED채널,전광판,특수프레임) 제조,옵셋,경,스크린,그라비아 인쇄",,,,2020.0,12.0,21040.0,,,271.0,735.0,551.0,23293.0,5357.0,17936.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
228137,,,,,에스제이산업(주),최성순,,,,,,,,,,,,,,,,,,,,대구,동구 반야월북로 109-29 (각산동),35.8754532,128.7182643,,,,,,,,,0539657322,,539657324.0,,기타 기계 및 장비 제조업,,,29299.0,,일반,,9.0,,,2011.0,12.0,1.0,,,www.sjmtc.co.kr,산업용 네트 제조 및 판매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
229491,,,,,에이스툴(주),이향애,,,,,,,,,,,,,,,,,,,,대구,"북구 고성로 34, 52",35.8864398,128.5712663,,,,,,,,,0533550984,,533560992.0,,도매 및 상품 중개업,,,46622.0,,일반,,41.0,,,2012.0,7.0,1.0,,,,"일반철물(다이몬드톱,수공구),보일러 도매,중개",,,,2017.0,,22896.0,,,,,,9949.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
